-2.813562484508363472e-03,-1.725494297566313406e+01,2.778663363805381792e+01,-1.053168639352245428e+01,2.814032727024463366e-03,-2.048341277849396503e-04,-2.813450551781790290e-03,-1.725424458882049805e+01,2.778532053418588532e+01,-1.053107936045996951e+01,2.813203966278004023e-03,-1.628003665652589410e-04
5.105224622741647532e-03,-1.724713096597867690e+01,2.779497067596254212e+01,-1.052376972685578771e+01,1.074193847432721241e-02,7.625916500840981480e-03,5.106850874223274085e-03,-1.724652782322436906e+01,2.779330513864298879e+01,-1.052369938036829744e+01,1.072468127974818622e-02,7.687382956476544217e-03
1.152579089556821958e-02,-1.724069011056789691e+01,2.780130493715948603e+01,-1.051737669680392528e+01,1.713713310374052889e-02,1.406924298257086065e-02,1.156038822348142564e-02,-1.724009053050451357e+01,2.779976045955723407e+01,-1.051715362758454297e+01,1.713519198222857379e-02,1.409617767552390037e-02
1.674067966078505304e-02,-1.723547603504648507e+01,2.780644404203597375e+01,-1.051239588759345622e+01,2.230597429432648951e-02,1.929194908329824598e-02,1.677186690738758507e-02,-1.723488749375369977e+01,2.780504606295607317e+01,-1.051193150518322028e+01,2.230853915963760398e-02,1.928494847079323740e-02
1.878311512482381748e-02,-1.738319738530843495e+01,2.781228356085685149e+01,-1.050826133558257958e+01,2.643161466331077694e-02,2.215179223822705268e-02,2.115640008297905300e-02,-1.734824059367779014e+01,2.780807004759249423e+01,-1.051440547003065440e+01,2.616713025623317382e-02,2.253940487015125560e-02
6.694650411004672043e-03,-1.735970818643346547e+01,2.782236345094075958e+01,-1.050779709160130615e+01,2.980573001590831883e-02,2.762566083004736051e-02,3.559734227417186286e-02,-1.731924213206255558e+01,2.780245104419432067e+01,-1.050851159569783810e+01,2.929305767423656323e-02,2.569919331357333261e-02
2.117843481618262094e-03,-1.734058882446576888e+01,2.782990602657294588e+01,-1.050683368962549658e+01,3.239493046281791133e-02,3.233707087597043756e-02,4.278547960236777498e-02,-1.729768033158310914e+01,2.780054400579545515e+01,-1.050451230661600199e+01,3.110762719189245559e-02,2.510770262326319710e-02
-7.682206199185049982e-04,-1.732413381443560851e+01,2.783544840701086542e+01,-1.050552678028309650e+01,3.426492266448469964e-02,3.549924262913654177e-02,4.362476170000213066e-02,-1.727844908902967092e+01,2.779991571371771997e+01,-1.050166393763643136e+01,3.231832732556543658e-02,2.785387509266118097e-02
-1.778682183828078156e-03,-1.731015264750769589e+01,2.783906367282747141e+01,-1.050393473064882777e+01,3.542675980829331633e-02,3.764060332903905459e-02,4.401985224719868334e-02,-1.726284628267139709e+01,2.780052762573126302e+01,-1.049970580971676704e+01,3.325335977116139485e-02,2.989349413428914540e-02
-1.521160325081791047e-03,-1.729843703785739351e+01,2.784127440422171418e+01,-1.050223574905431434e+01,3.590842777551293136e-02,3.907663400133431358e-02,4.423442170286387420e-02,-1.725037412433125894e+01,2.780185385014882016e+01,-1.049840014803018740e+01,3.378115492001793757e-02,3.147798930211908458e-02
-4.008992532864905480e-04,-1.728880220277749657e+01,2.784247828451965034e+01,-1.050054810683466044e+01,3.572254182226625857e-02,3.999429506468826084e-02,4.449703716091385486e-02,-1.724060132207258178e+01,2.780352861733912917e+01,-1.049755388882529772e+01,3.379457629905480848e-02,3.271750827349764745e-02
1.160049039557107826e-03,-1.728112376493221092e+01,2.784299587163090095e+01,-1.049895275994633792e+01,3.487605673197143041e-02,4.054196899966958090e-02,4.510630741534283478e-02,-1.723300155328393402e+01,2.780531022408687747e+01,-1.049706446968110107e+01,3.317360636028733600e-02,3.367633104079748030e-02
2.892493224111311861e-03,-1.727517140252114558e+01,2.784299360025568149e+01,-1.049748925414823475e+01,3.335529132494513549e-02,4.088002867156053516e-02,4.609909029825358384e-02,-1.722750889770798111e+01,2.780704128852377011e+01,-1.049683196936023322e+01,3.184972312932081440e-02,3.448511788546196333e-02
5.050599598268518294e-03,-1.727070890475047804e+01,2.784261355690995288e+01,-1.049615140187469819e+01,3.112020712469892522e-02,4.106132808355979213e-02,4.772376457141934425e-02,-1.722368089232201882e+01,2.780867257451361851e+01,-1.049679515672404762e+01,2.977985935139438461e-02,3.515734485483203858e-02
7.496502077078905264e-03,-1.726759924205189023e+01,2.784194088720777316e+01,-1.049491662859228391e+01,2.814476953434218165e-02,4.112542562375882255e-02,5.000035248713370628e-02,-1.722112489600295504e+01,2.781019429858140413e+01,-1.049694350180025459e+01,2.691257660655342610e-02,3.573561110885226100e-02
1.052106149784996433e-02,-1.726561890258020426e+01,2.784097108410784571e+01,-1.049373792357429203e+01,2.438017261354356174e-02,4.111839771903866986e-02,5.314584346368037698e-02,-1.721973518523224911e+01,2.781167026887978722e+01,-1.049726785712084620e+01,2.321174076904349362e-02,3.627368594586789785e-02
1.298790365175010383e-02,-1.726416829565857469e+01,2.783967149760535875e+01,-1.049277725614733825e+01,1.979067722326515594e-02,4.145851160673364594e-02,5.544565749410613337e-02,-1.722121524968374118e+01,2.781269012379301842e+01,-1.049748896489832184e+01,1.873202644260520480e-02,3.710846216233930350e-02
1.521447647285023921e-02,-1.726318851345800809e+01,2.783822466433111131e+01,-1.049189782216290645e+01,1.433240898871851292e-02,4.184108319297981382e-02,5.667149742339024077e-02,-1.722299268932090754e+01,2.781349938750687301e+01,-1.049773898734185451e+01,1.350217284980644722e-02,3.887938853030456499e-02
1.872610529059000675e-02,-1.726240447479971962e+01,2.783628460482432487e+01,-1.049084436831892297e+01,7.971372920088874020e-03,4.177050814736480572e-02,6.001370549092881201e-02,-1.722254531681608114e+01,2.781565473111717068e+01,-1.049901838305953028e+01,7.257871357904116007e-03,4.097883562378422384e-02
2.919923753859540380e-02,-1.726205972345149675e+01,2.783346458350687769e+01,-1.048880990841590943e+01,5.717054457813881916e-04,4.122189938546391014e-02,7.089928889673598189e-02,-1.721953482822492987e+01,2.781929598979048990e+01,-1.050119134777629881e+01,-1.099828451188323967e-04,4.069921697311190689e-02
4.121966298059755868e-02,-1.726099761834928614e+01,2.783009209958366981e+01,-1.048678104019768398e+01,-7.828999279762220015e-03,4.083547732372089234e-02,8.356740993286139452e-02,-1.721916574371947206e+01,2.782287204279020543e+01,-1.050313487271864332e+01,-8.516367304084022233e-03,4.060115885237689654e-02
5.375522130797905779e-02,-1.725892698078564891e+01,2.782603311686145986e+01,-1.048457336601843970e+01,-1.728921306253765333e-02,4.043455733209838643e-02,9.594220888414621562e-02,-1.722058986198406672e+01,2.782701956221314177e+01,-1.050508953190947992e+01,-1.779924426152692044e-02,4.086785926556197462e-02
6.670772938141027175e-02,-1.725641423042680600e+01,2.782191517083157350e+01,-1.048231423284405217e+01,-2.785969965526944453e-02,3.974114683207862625e-02,1.079829952036747143e-01,-1.722129918570893992e+01,2.783129610271408083e+01,-1.050700279243787172e+01,-2.809836880255553448e-02,4.109206232095555245e-02
8.035039090768218706e-02,-1.725364903629903424e+01,2.781781292751753654e+01,-1.048008383397866972e+01,-3.959644541653113692e-02,3.900836249691174568e-02,1.206031604303710730e-01,-1.722173862949628997e+01,2.783548576100761451e+01,-1.050884972879110002e+01,-3.956690191117259031e-02,4.132795079055055082e-02
9.433504702918364682e-02,-1.725081083374772817e+01,2.781388630810995011e+01,-1.047807083393014160e+01,-5.250236117810387626e-02,3.858892196766848526e-02,1.348887616614028173e-01,-1.722312716102603503e+01,2.783926216903336837e+01,-1.051054282637663917e+01,-5.239572046348273116e-02,4.155020446358261010e-02
1.087967222649457999e-01,-1.724807967879506165e+01,2.780966023468583970e+01,-1.047591475488147950e+01,-6.660758592335642991e-02,3.816464681158391464e-02,1.496363749545796262e-01,-1.722462228642933368e+01,2.784323943326010919e+01,-1.051236718115552193e+01,-6.642658102206135118e-02,4.182725851583500576e-02
